held_out_source,block,dim,train_n,heldout_n,centroid_distance_standardized,centroid_distance_raw_l2,median_abs_smd,mean_abs_smd,p90_abs_smd,p95_abs_smd,max_abs_smd,frac_features_abs_smd_gt_0p5,frac_features_abs_smd_gt_1p0
plus,rgb_embedding,2048,2937,5925,56.511199951171875,11.080098152160645,0.5405779480934143,0.8021830916404724,1.8314231634140015,2.5359537601470947,17.35703468322754,0.5341796875,0.244140625
plus,vessel_embedding,1792,2937,5925,63.4040412902832,12.580368041992188,1.2290631532669067,1.2732034921646118,2.3344826698303223,2.629620313644409,3.820364475250244,0.7985491071428571,0.5965401785714286
farfum_rop,rgb_embedding,2048,7334,1528,26.03782081604004,8.969537734985352,0.37925615906715393,0.44439250230789185,0.8431428670883179,1.1086064577102661,3.842742919921875,0.36279296875,0.06201171875
farfum_rop,vessel_embedding,1792,7334,1528,22.952974319458008,9.354043960571289,0.5565483570098877,0.4962099492549896,0.7306907773017883,0.7579237222671509,0.8911859393119812,0.5892857142857143,0.0
farabi,rgb_embedding,2048,7453,1409,35.25287628173828,11.438247680664062,0.49656587839126587,0.5893771648406982,1.125847339630127,1.4846912622451782,5.1681809425354,0.49560546875,0.1328125
farabi,vessel_embedding,1792,7453,1409,28.323993682861328,10.903905868530273,0.6972278356552124,0.6198968887329102,0.8828936219215393,0.9279728531837463,1.0830858945846558,0.7327008928571429,0.010602678571428572
