camera,feature,expert_sd,expert_iqr,mae_over_sd,mae_over_iqr,between_image_var,error_var,icc21
RetCam,tort_geodesic_median,0.010661494661775206,0.0036362844149204765,0.5937556427854737,1.7408766459470346,0.00011366746842306121,0.00011599450072321483,0.257539261321467
RetCam,tort_geodesic_p90,0.04286531876094024,0.04964688695781749,0.6327778747707626,0.5463429223662136,0.0018374355524770154,0.0015072079346391727,0.30912222317126425
RetCam,tort_geodesic_top3_mean,0.3532772164674697,0.16433016723742444,0.457812936074957,0.984206871071248,0.12480479167500343,0.10197499629268011,0.20683962772328557
Neo,tort_geodesic_median,0.004811998284469686,0.005107349701925612,1.231703588390046,1.160475765360933,2.3155327489739202e-05,4.0369752509704424e-05,0.21758291380817094
Neo,tort_geodesic_p90,0.0330328250684998,0.016261537369647305,0.7958785791038365,1.61670555997827,0.0010911675320061087,0.001298382739507517,0.24752735673831258
Neo,tort_geodesic_top3_mean,0.09506592643804425,0.13030985126337713,0.7156649698822325,0.522104451209902,0.009037530369523641,0.008669654951079112,0.24806015374685303
