held_out,kind,centroid_distance_standardized,centroid_distance_raw_l2,median_abs_smd,p90_abs_smd,p95_abs_smd,max_abs_smd
plus,K0,12.002962112426758,4.908217430114746,0.6260690689086914,1.1724640130996704,1.2466676235198975,2.156236171722412
plus,K1,11.134068489074707,4.185018539428711,0.5769973993301392,1.0649127960205078,1.1496057510375977,1.734192967414856
farfum_rop,K0,82.27141571044922,14.281719207763672,2.6314191818237305,8.0874662399292,10.184175491333008,20.463592529296875
farfum_rop,K1,71.0438461303711,11.223669052124023,2.2002670764923096,6.879969596862793,8.420087814331055,21.57577896118164
farabi,K0,81.80416870117188,12.06835651397705,1.9353474378585815,7.347973823547363,12.926496505737305,21.09821891784668
farabi,K1,63.861167907714844,9.69072151184082,1.5502957105636597,6.386744976043701,8.044915199279785,20.496599197387695
