multiclass_auc,balanced_accuracy,macro_f1,brier,ece,auc_Normal,auc_Pre_Plus,auc_Plus,model
0.6595817131339546,0.4984956605548309,0.434635086527289,0.5674779631837089,0.0501811342524417,0.6531521542492662,0.766387789372676,0.5592051957799214,A_PRIMARY
0.913333991495336,0.6986468207177823,0.6847886980879307,0.2622688483524145,0.0496847202629601,0.9032761629094472,0.914999400263884,0.9217264113126764,B_RGB
0.9249031083308822,0.7234246744430043,0.708655713902151,0.2762827389459132,0.1028172721262208,0.9167624694355124,0.9312822358162408,0.9266646197408932,B_EMBEDDING_ONLY
0.9259880884835529,0.7204167380124075,0.7093470126516402,0.2690275909098956,0.09856440675432,0.9187349365951016,0.9353664387669426,0.9238628900886148,C_PRIMARY
0.8372146170734421,0.6200316798290858,0.5887355845085315,0.3812297346426997,0.0800102832709641,0.8228135084821924,0.829884850665707,0.8589454920724271,D_VESSEL_MAP
0.9328413301919772,0.7350486473543607,0.7245707274520834,0.2485895602194814,0.0921421958305708,0.927663560128152,0.9354324097397144,0.9354280207080656,E_RGB_VESSEL_FEATURE_FUSION
0.9348803375026276,0.7388945424104606,0.7291626050462439,0.2465148123142023,0.0920795947873082,0.9300357728511488,0.9367038503058652,0.9379013893508688,G_RGB_VESSEL_SCALAR_FUSION
