epoch,stage,train_loss,val_loss,val_auc,val_macro_f1,attn_resnet_mean,attn_effnet_mean,seconds,ckpt
1,1,0.7638224541986943,0.9127260396279484,0.8398820477669394,0.5417087537494111,0.48223260045051575,0.5177673697471619,32.4,/root/niki_rop_task6_isolated/artifacts/task13_ropdeepx_style/L_stage1_epoch1.pth
2,1,0.6606865962654429,0.8718185482254948,0.8662357013695781,0.5752487562189055,0.5335198044776917,0.4664802551269531,29.0,/root/niki_rop_task6_isolated/artifacts/task13_ropdeepx_style/L_stage1_epoch2.pth
3,1,0.6257182892594843,0.9026049720235618,0.8577222732413001,0.5965858630623534,0.5015567541122437,0.49844324588775635,28.2,/root/niki_rop_task6_isolated/artifacts/task13_ropdeepx_style/L_stage1_epoch3.pth
4,2,0.5770667410944167,0.8741787679224129,0.8544881173970542,0.5978404613474106,0.5525074005126953,0.4474925696849823,36.9,/root/niki_rop_task6_isolated/artifacts/task13_ropdeepx_style/L_stage2_epoch4.pth
5,2,0.5768773688210381,0.8711086310536028,0.8590389014331805,0.6136111312461501,0.5908409953117371,0.40915900468826294,35.0,/root/niki_rop_task6_isolated/artifacts/task13_ropdeepx_style/L_stage2_epoch5.pth
6,2,0.5645373019291141,0.8761933194585594,0.8513217260024298,0.6040687522731063,0.6003978252410889,0.39960214495658875,34.1,/root/niki_rop_task6_isolated/artifacts/task13_ropdeepx_style/L_stage2_epoch6.pth
7,2,0.5574358578492197,0.8683294840605862,0.8401431331164958,0.6040158381584423,0.6343594193458557,0.3656406104564667,34.6,/root/niki_rop_task6_isolated/artifacts/task13_ropdeepx_style/L_stage2_epoch7.pth
