label,delta,lo,hi,p,reps
"C - B embedding
+ 5 scalar biomarkers",0.0010849801526706,-0.0016910161138639,0.0038684320209159,0.4313,10000
"E - B embedding
+ spatial vessel",0.007938221861095,0.0026295228146692,0.0131313433584046,0.0031,10000
"G - E
+ 5 biomarkers after vessel",0.0020390073106504,-0.0002740485446069,0.0043967572169776,0.09,10000
"E - B
held-out FARFUM-RoP",0.0222419893880843,0.0148015213929946,0.0299074018667682,0.0,10000
"E - B
held-out Farabi",0.0129539294861429,0.0049837641600049,0.0210185511354071,0.0018,10000
"M1 - M0
dual-RGB architecture",0.0209356933785853,0.0114256580690374,0.0308283103815818,0.0,10000
